position,title
Q20011928,member of the House of Peers
Q14552828,member of the House of Councillors
Q17506823,member of the House of Representatives
Q104525940,member of the Aichi Prefectural Assembly
Q104525942,member of the Aomori Prefectural Assembly
Q104525943,member of the Chiba Prefectural Assembly
Q104525945,member of the Fukui Prefectural Assembly
Q104525715,member of the Gifu Prefectural Assembly
Q104525951,member of the Hokkaido Prefectural Assembly
Q104525952,member of the Hyōgo Prefectural Assembly
Q104525954,member of the Ishikawa Prefectural Assembly
Q104525958,member of the Kagoshima Prefectural Assembly
Q104525959,member of the Kanagawa Prefectural Assembly
Q104525962,member of the Kyōto Prefectural Assembly
Q104525967,member of the Nagasaki Prefectural Assembly
Q104525969,member of the Niigata Prefectural Assembly
Q104525974,member of the Osaka Prefectural Assembly
Q104525976,member of the Saitama Prefectural Assembly
Q14552866,member of the Shiga Prefectural Assembly
Q104525978,member of the Shizuoka Prefectural Assembly
Q104525987,member of the Yamanashi Prefectural Assembly
Q104525981,member of the Tokyo Metropolitan Assembly
